,movie_id,user_id,score,text,time
47,954,82,1.15527,Pretty good!,2018-12-01 19:01:49
48,1009,200,2.08249,Not bad!,2018-12-01 19:01:49
49,1023,152,1.94665,Pretty good!,2018-12-01 19:01:49
50,1024,159,3.48576,Pretty good!,2018-12-01 19:01:49
51,1025,140,1.58886,Pretty good!,2018-12-01 19:01:49
52,1029,20,2.48701,Pretty good!,2018-12-01 19:01:49
53,1030,78,2.66847,Not bad!,2018-12-01 19:01:49
54,1031,132,0.881347,Pretty good!,2018-12-01 19:01:49
55,1032,22,1.40131,Pretty good!,2018-12-01 19:01:49
56,1042,115,4.36251,Pretty good!,2018-12-01 19:01:49
57,1049,109,2.60861,Pretty good!,2018-12-01 19:01:49
58,1060,199,4.95554,Pretty good!,2018-12-01 19:01:49
59,1073,66,1.95185,Pretty good!,2018-12-01 19:01:49
60,1080,132,4.89262,Pretty good!,2018-12-01 19:01:49
61,1089,61,3.60756,Pretty good!,2018-12-01 19:01:49
62,1090,107,3.35995,Pretty good!,2018-12-01 19:01:49
63,1092,153,0.977062,Pretty good!,2018-12-01 19:01:49
64,1097,44,4.80546,Pretty good!,2018-12-01 19:01:49
65,1127,157,1.09613,Pretty good!,2018-12-01 19:01:49
66,1136,54,1.06425,Pretty good!,2018-12-01 19:01:49
67,1196,198,2.03286,Pretty good!,2018-12-01 19:01:49
68,1197,26,1.97156,Pretty good!,2018-12-01 19:01:49
69,1198,136,3.75923,Pretty good!,2018-12-01 19:01:49
70,1206,2,2.88146,Pretty good!,2018-12-01 19:01:49
71,1208,199,3.12962,Pretty good!,2018-12-01 19:01:49
72,1210,190,2.0037,Pretty good!,2018-12-01 19:01:49
73,1213,151,0.629632,Pretty good!,2018-12-01 19:01:49
74,1214,185,2.13707,Pretty good!,2018-12-01 19:01:49
75,1219,69,3.79647,Not bad!,2018-12-01 19:01:49
76,1220,191,2.57113,Pretty good!,2018-12-01 19:01:49
77,1222,145,1.46623,Pretty good!,2018-12-01 19:01:49
78,1224,151,4.61776,Pretty good!,2018-12-01 19:01:49
79,1226,118,3.69013,Pretty good!,2018-12-01 19:01:49
80,1240,138,4.59734,Pretty good!,2018-12-01 19:01:49
81,1256,136,1.91635,Pretty good!,2018-12-01 19:01:49
82,1258,65,0.789694,Not bad!,2018-12-01 19:01:49
83,1265,116,3.19943,Pretty good!,2018-12-01 19:01:49
84,1270,186,3.62808,Pretty good!,2018-12-01 19:01:49
85,1275,177,3.5421,Pretty good!,2018-12-01 19:01:49
86,1278,128,1.82625,Pretty good!,2018-12-01 19:01:49
87,1282,107,3.50496,Pretty good!,2018-12-01 19:01:49
88,1291,151,2.04607,Pretty good!,2018-12-01 19:01:49
89,1298,33,4.71546,Pretty good!,2018-12-01 19:01:49
90,1348,112,2.43907,Pretty good!,2018-12-01 19:01:49
91,1377,59,3.04898,Not bad!,2018-12-01 19:01:49
92,1396,158,2.92769,Not bad!,2018-12-01 19:01:49
93,1408,11,0.491516,Not bad!,2018-12-01 19:01:49
94,1445,183,3.67451,Not bad!,2018-12-01 19:01:49
95,1473,77,1.89799,Pretty good!,2018-12-01 19:01:49
96,1500,38,3.46644,Pretty good!,2018-12-01 19:01:49
97,1517,159,1.63824,Pretty good!,2018-12-01 19:01:49
98,1552,77,2.79185,Pretty good!,2018-12-01 19:01:49
99,1573,109,4.04456,Pretty good!,2018-12-01 19:01:49
100,1580,112,1.84722,Not bad!,2018-12-01 19:01:49
101,1587,32,2.10243,Pretty good!,2018-12-01 19:01:49
102,1617,23,4.97047,Pretty good!,2018-12-01 19:01:49
103,1620,20,3.54509,Pretty good!,2018-12-01 19:01:49
104,1625,28,2.81402,Pretty good!,2018-12-01 19:01:49
105,1644,78,3.43482,Not bad!,2018-12-01 19:01:49
106,1676,105,3.73204,Not bad!,2018-12-01 19:01:49
107,1732,92,3.35573,Pretty good!,2018-12-01 19:01:49
108,1777,144,0.582544,Pretty good!,2018-12-01 19:01:49
109,1793,43,2.84553,Pretty good!,2018-12-01 19:01:49
110,1804,182,2.48002,Pretty good!,2018-12-01 19:01:49
111,1805,179,3.86353,Pretty good!,2018-12-01 19:01:49
112,1920,147,1.87756,Pretty good!,2018-12-01 19:01:49
113,1927,199,2.7972,Pretty good!,2018-12-01 19:01:49
114,1954,150,3.35333,Pretty good!,2018-12-01 19:01:49
115,1967,155,3.37507,Pretty good!,2018-12-01 19:01:49
116,2000,121,1.81535,Pretty good!,2018-12-01 19:01:49
117,2005,141,3.95156,Pretty good!,2018-12-01 19:01:49
118,2012,139,4.31172,Pretty good!,2018-12-01 19:01:49
119,2018,72,4.70394,Pretty good!,2018-12-01 19:01:49
120,2028,141,0.584554,Pretty good!,2018-12-01 19:01:49
121,2033,89,3.81093,Pretty good!,2018-12-01 19:01:49
122,2046,20,2.30101,Pretty good!,2018-12-01 19:01:49
123,2048,34,0.0722626,Pretty good!,2018-12-01 19:01:49
124,2054,109,3.45827,Pretty good!,2018-12-01 19:01:49
125,2058,42,2.07458,Pretty good!,2018-12-01 19:01:49
126,2078,82,4.99807,Pretty good!,2018-12-01 19:01:49
127,2090,85,3.7666,Pretty good!,2018-12-01 19:01:49
128,2093,175,3.83881,Not bad!,2018-12-01 19:01:49
129,2094,22,2.89425,Pretty good!,2018-12-01 19:01:49
130,2096,183,2.95482,Pretty good!,2018-12-01 19:01:49
131,2099,46,1.09134,Pretty good!,2018-12-01 19:01:49
132,2105,83,1.59223,Pretty good!,2018-12-01 19:01:49
133,2115,73,4.68712,Pretty good!,2018-12-01 19:01:49
134,2116,118,3.65893,Pretty good!,2018-12-01 19:01:49
135,2137,169,4.23327,Pretty good!,2018-12-01 19:01:49
136,2139,90,0.189587,Pretty good!,2018-12-01 19:01:49
137,2141,143,3.24811,Pretty good!,2018-12-01 19:01:49
138,2143,44,0.671809,Pretty good!,2018-12-01 19:01:49
139,2161,190,3.6147,Pretty good!,2018-12-01 19:01:49
140,2174,16,1.05809,Pretty good!,2018-12-01 19:01:49
141,2193,108,4.44632,Pretty good!,2018-12-01 19:01:49
142,2253,93,4.05736,Not bad!,2018-12-01 19:01:49
143,2268,141,1.94784,Pretty good!,2018-12-01 19:01:49
144,2273,22,2.56711,Pretty good!,2018-12-01 19:01:49
145,2291,89,1.99202,Pretty good!,2018-12-01 19:01:49
146,2329,175,2.25879,Pretty good!,2018-12-01 19:01:49
147,2338,8,0.317874,Not bad!,2018-12-01 19:01:49
148,2353,115,4.81301,Pretty good!,2018-12-01 19:01:49
149,2366,151,3.11141,Pretty good!,2018-12-01 19:01:49
150,2387,9,1.11802,Pretty good!,2018-12-01 19:01:49
151,2389,190,1.25587,Not bad!,2018-12-01 19:01:49
152,2395,124,2.9253,Pretty good!,2018-12-01 19:01:49
153,2406,49,0.858901,Pretty good!,2018-12-01 19:01:49
154,2414,70,0.518594,Not bad!,2018-12-01 19:01:49
155,2427,3,0.0162686,Pretty good!,2018-12-01 19:01:49
156,2450,6,3.52556,Pretty good!,2018-12-01 19:01:49
157,2459,18,2.579,Pretty good!,2018-12-01 19:01:49
158,2470,72,2.31831,Pretty good!,2018-12-01 19:01:49
159,2478,106,3.85457,Pretty good!,2018-12-01 19:01:49
160,2492,110,2.31791,Pretty good!,2018-12-01 19:01:49
161,2502,33,0.0258544,Pretty good!,2018-12-01 19:01:49
162,2528,32,3.17553,Not bad!,2018-12-01 19:01:49
163,2529,63,0.800097,Pretty good!,2018-12-01 19:01:49
164,2542,16,4.47389,Pretty good!,2018-12-01 19:01:49
165,2571,89,4.96915,Pretty good!,2018-12-01 19:01:49
166,2580,198,1.4241,Pretty good!,2018-12-01 19:01:49
167,2596,121,2.21304,Pretty good!,2018-12-01 19:01:49
168,2616,10,1.7929,Pretty good!,2018-12-01 19:01:49
169,2617,84,2.32537,Not bad!,2018-12-01 19:01:49
170,2628,192,1.24816,Pretty good!,2018-12-01 19:01:49
171,2640,104,4.26471,Pretty good!,2018-12-01 19:01:49
172,2641,146,2.57904,Pretty good!,2018-12-01 19:01:49
173,2644,15,0.101069,Pretty good!,2018-12-01 19:01:49
174,2648,39,2.76823,Pretty good!,2018-12-01 19:01:49
175,2654,146,3.53797,Pretty good!,2018-12-01 19:01:49
176,2657,12,4.38513,Not bad!,2018-12-01 19:01:49
177,2692,22,1.31174,Pretty good!,2018-12-01 19:01:49
178,2700,73,3.40331,Pretty good!,2018-12-01 19:01:49
179,2716,97,3.08133,Pretty good!,2018-12-01 19:01:49
180,2761,67,0.196731,Pretty good!,2018-12-01 19:01:49
181,2797,43,1.73966,Pretty good!,2018-12-01 19:01:49
182,2826,13,3.1081,Pretty good!,2018-12-01 19:01:49
183,2858,133,0.321534,Pretty good!,2018-12-01 19:01:49
184,2872,27,2.28337,Pretty good!,2018-12-01 19:01:49
185,2899,132,0.452223,Pretty good!,2018-12-01 19:01:49
186,2916,181,0.411021,Pretty good!,2018-12-01 19:01:49
187,2944,106,0.698434,Pretty good!,2018-12-01 19:01:49
188,2947,187,2.25911,Pretty good!,2018-12-01 19:01:49
189,2948,17,4.20025,Pretty good!,2018-12-01 19:01:49
190,2949,123,4.22391,Pretty good!,2018-12-01 19:01:49
191,2959,162,3.51879,Pretty good!,2018-12-01 19:01:49
192,2985,38,4.92224,Pretty good!,2018-12-01 19:01:49
193,2987,106,4.05482,Pretty good!,2018-12-01 19:01:49
194,2991,12,0.507382,Pretty good!,2018-12-01 19:01:49
195,2993,142,0.372452,Pretty good!,2018-12-01 19:01:49
196,2997,75,0.340115,Pretty good!,2018-12-01 19:01:49
197,3033,145,0.58322,Pretty good!,2018-12-01 19:01:49
198,3034,99,1.89575,Pretty good!,2018-12-01 19:01:49
199,3052,61,2.72911,Pretty good!,2018-12-01 19:01:49
200,3053,6,2.95829,Pretty good!,2018-12-01 19:01:49
201,3062,47,1.60411,Pretty good!,2018-12-01 19:01:49
202,3147,14,4.14571,Pretty good!,2018-12-01 19:01:49
203,3168,128,0.916188,Pretty good!,2018-12-01 19:01:49
204,3176,199,2.14382,Not good.,2018-12-01 19:01:49
205,3176,9,2.97055,Pretty good!,2018-12-01 19:01:49
206,3243,46,3.42127,Not bad!,2018-12-01 19:01:49
207,3247,201,3.19471,Not bad!,2018-12-01 19:01:49
208,3253,67,0.709737,Pretty good!,2018-12-01 19:01:49
209,3273,131,3.96456,Pretty good!,2018-12-01 19:01:49
210,3386,53,2.69357,Pretty good!,2018-12-01 19:01:49
211,3439,72,1.57418,Pretty good!,2018-12-01 19:01:49
212,3440,1,4.79017,Pretty good!,2018-12-01 15:39:31
213,3441,188,4.22833,Pretty good!,2018-12-01 19:01:49
214,3448,135,1.77113,Pretty good!,2018-12-01 19:01:49
215,3450,111,1.17067,Pretty good!,2018-12-01 19:01:49
216,3479,148,0.539943,Pretty good!,2018-12-01 19:01:49
217,3489,6,4.18771,Pretty good!,2018-12-01 19:01:49
218,3527,185,4.31874,Pretty good!,2018-12-01 19:01:49
219,3578,106,4.03055,Pretty good!,2018-12-01 19:01:49
220,3617,175,2.19652,Pretty good!,2018-12-01 19:01:49
221,3639,157,3.89097,Pretty good!,2018-12-01 19:01:49
222,3671,59,2.86528,Pretty good!,2018-12-01 19:01:49
223,3702,24,2.65349,Pretty good!,2018-12-01 19:01:49
224,3703,141,4.67161,Pretty good!,2018-12-01 19:01:49
225,3729,32,0.397578,Pretty good!,2018-12-01 19:01:49
226,3740,134,2.97306,Pretty good!,2018-12-01 19:01:49
227,3744,175,3.67258,Pretty good!,2018-12-01 19:01:49
228,3793,72,4.44369,Pretty good!,2018-12-01 19:01:49
229,3809,35,1.20073,Pretty good!,2018-12-01 19:01:49
230,4006,158,2.67257,Pretty good!,2018-12-01 19:01:49
231,5060,84,4.76068,Pretty good!,2018-12-01 19:01:49
232,318,144,0.785698,Not bad!,2018-12-01 19:01:49
233,333,66,4.64644,Pretty good!,2018-12-01 19:01:49
234,1704,98,0.87509,Pretty good!,2018-12-01 19:01:49
235,3578,89,0.436141,Pretty good!,2018-12-01 19:01:49
236,31,151,4.55543,Not good.,2018-12-01 19:01:49
237,31,86,1.46874,Pretty good!,2018-12-01 19:01:49
238,527,176,3.67742,Not good.,2018-12-01 19:01:49
239,527,23,3.98087,Pretty good!,2018-12-01 19:01:49
240,647,183,3.8721,Not good.,2018-12-01 19:01:49
241,647,48,2.41788,Pretty good!,2018-12-01 19:01:49
242,688,90,0.473083,Not good.,2018-12-01 19:01:49
243,688,104,0.111788,Pretty good!,2018-12-01 19:01:49
244,720,50,4.13969,Not good.,2018-12-01 19:01:49
245,720,136,0.363089,Pretty good!,2018-12-01 19:01:49
246,849,127,4.39637,Pretty good!,2018-12-01 19:01:49
247,914,29,0.892601,Not good.,2018-12-01 19:01:49
248,914,160,1.27388,Pretty good!,2018-12-01 19:01:49
249,1093,113,3.69162,Not good.,2018-12-01 19:01:49
250,1093,86,4.63644,Pretty good!,2018-12-01 19:01:49
251,1124,88,2.10734,Not good.,2018-12-01 19:01:49
252,1124,180,1.62738,Pretty good!,2018-12-01 19:01:49
253,1263,37,1.81488,Not good.,2018-12-01 19:01:49
254,1263,43,4.19225,Pretty good!,2018-12-01 19:01:49
255,1272,104,0.516614,Not good.,2018-12-01 19:01:49
256,1272,190,0.00632413,Pretty good!,2018-12-01 19:01:49
257,1275,38,3.48178,Not bad!,2018-12-01 19:01:49
258,1302,18,2.38992,Not good.,2018-12-01 19:01:49
259,1302,175,1.50426,Pretty good!,2018-12-01 19:01:49
260,1371,22,0.351541,Not bad!,2018-12-01 19:01:49
261,1587,182,2.24493,Pretty good!,2018-12-01 19:01:49
262,2018,45,0.170017,Not good.,2018-12-01 19:01:49
263,2018,77,4.1153,Pretty good!,2018-12-01 19:01:49
264,2080,48,0.0664589,Not good.,2018-12-01 19:01:49
265,2080,9,2.98639,Pretty good!,2018-12-01 19:01:49
266,2090,101,4.73256,Not good.,2018-12-01 19:01:49
267,2090,76,4.70366,Pretty good!,2018-12-01 19:01:49
268,2105,77,4.32059,Not bad!,2018-12-01 19:01:49
269,2288,155,2.49198,Pretty good!,2018-12-01 19:01:49
270,2424,145,4.49812,Not good.,2018-12-01 19:01:49
271,2424,60,0.0146642,Pretty good!,2018-12-01 19:01:49
272,2851,60,1.57896,Pretty good!,2018-12-01 19:01:49
273,3024,122,2.85082,Pretty good!,2018-12-01 19:01:49
274,3210,30,4.51723,Not good.,2018-12-01 19:01:49
275,3210,180,4.0337,Pretty good!,2018-12-01 19:01:49
276,3703,10,1.61678,Pretty good!,2018-12-01 19:01:49
277,3949,107,0.982822,Not good.,2018-12-01 19:01:49
278,3949,105,0.0637635,Pretty good!,2018-12-01 19:01:49
279,4518,5,2.37035,Pretty good!,2018-12-01 19:01:49
280,5048,109,1.66046,Not good.,2018-12-01 19:01:49
281,5048,130,1.19126,Pretty good!,2018-12-01 19:01:49
282,5181,121,0.974929,Pretty good!,2018-12-01 19:01:49
283,5746,15,1.30085,Pretty good!,2018-12-01 19:01:49
284,5764,112,3.57948,Pretty good!,2018-12-01 19:01:49
285,5919,111,3.99486,Pretty good!,2018-12-01 19:01:49
286,21,19,4.23583,Not bad!,2018-12-01 19:01:49
287,32,160,4.19457,Not bad!,2018-12-01 19:01:49
288,45,143,3.26535,Not bad!,2018-12-01 19:01:49
289,47,32,3.74305,Not bad!,2018-12-01 19:01:49
290,52,131,3.91921,Not bad!,2018-12-01 19:01:49
291,58,160,3.36688,Not bad!,2018-12-01 19:01:49
292,106,3,0.0767999,Pretty good!,2018-12-01 19:01:49
293,125,137,0.283346,Pretty good!,2018-12-01 19:01:49
294,126,72,1.18633,Not good.,2018-12-01 19:01:49
295,126,150,0.0816147,Pretty good!,2018-12-01 19:01:49
296,162,133,1.84908,Pretty good!,2018-12-01 19:01:49
297,171,14,4.00057,Not bad!,2018-12-01 19:01:49
298,176,72,4.45559,Pretty good!,2018-12-01 19:01:49
299,190,114,0.276241,Not bad!,2018-12-01 19:01:49
300,215,153,3.01444,Pretty good!,2018-12-01 19:01:49
301,222,23,4.24348,Not good.,2018-12-01 19:01:49
302,222,54,2.1741,Pretty good!,2018-12-01 19:01:49
303,232,200,3.14003,Pretty good!,2018-12-01 19:01:49
304,235,37,4.17784,Not bad!,2018-12-01 19:01:49
305,247,182,1.46914,Not bad!,2018-12-01 19:01:49
306,260,1,4.81217,Pretty good!,2018-12-01 19:01:49
307,265,58,4.65343,Pretty good!,2018-12-01 19:01:49
308,296,83,3.83063,Not good.,2018-12-01 19:01:49
309,296,43,0.192885,Pretty good!,2018-12-01 19:01:49
310,319,165,4.47252,Pretty good!,2018-12-01 19:01:49
311,342,96,1.78395,Pretty good!,2018-12-01 19:01:49
312,345,181,0.502187,Pretty good!,2018-12-01 19:01:49
313,348,18,2.15908,Pretty good!,2018-12-01 19:01:49
314,351,144,4.28886,Not bad!,2018-12-01 19:01:49
315,357,68,4.96706,Not bad!,2018-12-01 19:01:49
316,368,104,1.9687,Pretty good!,2018-12-01 19:01:49
317,417,117,4.94231,Not bad!,2018-12-01 19:01:49
318,441,71,3.80545,Not good.,2018-12-01 19:01:49
319,441,4,4.20035,Pretty good!,2018-12-01 15:39:31
320,450,4,4.58537,Not bad!,2018-12-01 15:39:31
321,457,7,0.325809,Pretty good!,2018-12-01 19:01:49
322,475,22,2.87294,Pretty good!,2018-12-01 19:01:49
323,492,86,3.38726,Pretty good!,2018-12-01 19:01:49
324,509,167,3.31748,Not good.,2018-12-01 19:01:49
325,509,173,1.42563,Pretty good!,2018-12-01 19:01:49
326,538,164,2.17569,Pretty good!,2018-12-01 19:01:49
327,539,100,1.60156,Not good.,2018-12-01 19:01:49
328,539,6,1.48074,Pretty good!,2018-12-01 19:01:49
329,553,131,2.59903,Not bad!,2018-12-01 19:01:49
330,588,36,3.55292,Pretty good!,2018-12-01 19:01:49
331,593,185,4.96751,Pretty good!,2018-12-01 19:01:49
332,595,16,4.17877,Not bad!,2018-12-01 19:01:49
333,599,122,0.991348,Not bad!,2018-12-01 19:01:49
334,608,163,2.42042,Pretty good!,2018-12-01 19:01:49
335,648,48,4.12807,Not bad!,2018-12-01 19:01:49
336,708,149,3.37907,Pretty good!,2018-12-01 19:01:49
337,759,199,4.51114,Not bad!,2018-12-01 19:01:49
338,800,148,2.4185,Pretty good!,2018-12-01 19:01:49
339,892,140,3.55908,Pretty good!,2018-12-01 19:01:49
340,898,57,0.539915,Pretty good!,2018-12-01 19:01:49
341,899,62,2.02232,Pretty good!,2018-12-01 19:01:49
342,902,138,3.49188,Pretty good!,2018-12-01 19:01:49
343,904,105,1.3924,Pretty good!,2018-12-01 19:01:49
344,908,110,1.48639,Pretty good!,2018-12-01 19:01:49
345,910,33,3.25476,Pretty good!,2018-12-01 19:01:49
346,912,36,1.81462,Pretty good!,2018-12-01 19:01:49
347,914,77,4.30882,Pretty good!,2018-12-01 19:01:49
348,919,79,1.10023,Pretty good!,2018-12-01 19:01:49
349,920,163,2.5747,Pretty good!,2018-12-01 19:01:49
350,930,178,4.57282,Pretty good!,2018-12-01 19:01:49
351,937,197,0.139988,Not bad!,2018-12-01 19:01:49
352,1025,52,1.98148,Pretty good!,2018-12-01 19:01:49
353,1046,67,4.48745,Pretty good!,2018-12-01 19:01:49
354,1057,179,1.49278,Not bad!,2018-12-01 19:01:49
355,1060,91,4.00157,Not bad!,2018-12-01 19:01:49
356,1073,116,0.529524,Pretty good!,2018-12-01 19:01:49
357,1077,109,0.642897,Pretty good!,2018-12-01 19:01:49
358,1079,194,1.62591,Not bad!,2018-12-01 19:01:49
359,1080,43,1.20087,Pretty good!,2018-12-01 19:01:49
360,1084,32,1.12662,Pretty good!,2018-12-01 19:01:49
361,1086,29,2.03049,Pretty good!,2018-12-01 19:01:49
362,1094,48,1.77259,Not bad!,2018-12-01 19:01:49
363,1103,152,2.77148,Pretty good!,2018-12-01 19:01:49
364,1136,16,3.53962,Pretty good!,2018-12-01 19:01:49
365,1179,24,4.38368,Pretty good!,2018-12-01 19:01:49
366,1183,71,1.29953,Not good.,2018-12-01 19:01:49
367,1183,83,3.34662,Pretty good!,2018-12-01 19:01:49
368,1188,200,2.8345,Pretty good!,2018-12-01 19:01:49
369,1196,151,4.13266,Pretty good!,2018-12-01 19:01:49
370,1197,153,2.15979,Pretty good!,2018-12-01 19:01:49
371,1198,112,3.40095,Not bad!,2018-12-01 19:01:49
372,1199,98,0.525401,Not bad!,2018-12-01 19:01:49
373,1203,153,2.42415,Pretty good!,2018-12-01 19:01:49
374,1211,69,0.544537,Not good.,2018-12-01 19:01:49
375,1211,87,0.450242,Pretty good!,2018-12-01 19:01:49
376,1213,28,0.617601,Pretty good!,2018-12-01 19:01:49
377,1219,76,1.73728,Pretty good!,2018-12-01 19:01:49
378,1225,95,1.83359,Pretty good!,2018-12-01 19:01:49
379,1250,46,3.95611,Pretty good!,2018-12-01 19:01:49
380,1259,146,4.27978,Pretty good!,2018-12-01 19:01:49
381,1265,191,4.53058,Pretty good!,2018-12-01 19:01:49
382,1266,116,4.81355,Pretty good!,2018-12-01 19:01:49
383,1279,6,0.476012,Not bad!,2018-12-01 19:01:49
384,1282,80,2.93941,Pretty good!,2018-12-01 19:01:49
385,1283,184,3.26902,Pretty good!,2018-12-01 19:01:49
386,1288,75,2.52685,Pretty good!,2018-12-01 19:01:49
387,1291,24,2.82722,Pretty good!,2018-12-01 19:01:49
388,1304,94,1.55554,Not bad!,2018-12-01 19:01:49
389,1391,196,4.29605,Not good.,2018-12-01 19:01:49
390,1391,99,1.81361,Pretty good!,2018-12-01 19:01:49
391,1449,106,1.17992,Pretty good!,2018-12-01 19:01:49
392,1466,32,0.45875,Pretty good!,2018-12-01 19:01:49
393,1500,41,3.754,Pretty good!,2018-12-01 19:01:49
394,1517,108,2.39374,Pretty good!,2018-12-01 19:01:49
395,1580,17,0.706702,Not bad!,2018-12-01 19:01:49
396,1597,160,1.35229,Not good.,2018-12-01 19:01:49
397,1597,146,4.64136,Pretty good!,2018-12-01 19:01:49
398,1617,51,4.14992,Not bad!,2018-12-01 19:01:49
399,1641,17,1.82553,Pretty good!,2018-12-01 19:01:49
400,1704,128,1.67789,Not good.,2018-12-01 19:01:49
401,1704,190,2.91287,Pretty good!,2018-12-01 19:01:49
402,1719,166,4.53066,Pretty good!,2018-12-01 19:01:49
403,1732,57,3.9147,Pretty good!,2018-12-01 19:01:49
404,1733,185,0.981504,Pretty good!,2018-12-01 19:01:49
405,1734,154,3.16343,Not bad!,2018-12-01 19:01:49
406,1834,12,2.87263,Pretty good!,2018-12-01 19:01:49
407,1860,200,4.87287,Not bad!,2018-12-01 19:01:49
408,1883,163,0.746455,Pretty good!,2018-12-01 19:01:49
409,1885,15,4.11367,Not bad!,2018-12-01 19:01:49
410,1892,182,3.32897,Not bad!,2018-12-01 19:01:49
411,1895,66,4.30385,Pretty good!,2018-12-01 19:01:49
412,1907,182,1.53235,Not bad!,2018-12-01 19:01:49
413,1914,111,4.7502,Pretty good!,2018-12-01 19:01:49
414,1916,9,4.15396,Not good.,2018-12-01 19:01:49
415,1916,111,1.5192,Pretty good!,2018-12-01 19:01:49
416,1923,128,0.134096,Not bad!,2018-12-01 19:01:49
417,1947,105,1.11289,Pretty good!,2018-12-01 19:01:49
418,1966,139,0.162171,Not bad!,2018-12-01 19:01:49
419,1967,181,2.47218,Pretty good!,2018-12-01 19:01:49
420,1968,88,1.87439,Pretty good!,2018-12-01 19:01:49
421,2019,93,1.95541,Not bad!,2018-12-01 19:01:49
422,2076,3,4.15389,Pretty good!,2018-12-01 19:01:49
423,2078,132,4.9032,Pretty good!,2018-12-01 19:01:49
424,2109,50,2.05433,Pretty good!,2018-12-01 19:01:49
425,2145,54,0.562055,Not bad!,2018-12-01 19:01:49
426,2150,119,1.64729,Pretty good!,2018-12-01 19:01:49
427,2174,32,1.55027,Pretty good!,2018-12-01 19:01:49
428,2186,200,2.80949,Pretty good!,2018-12-01 19:01:49
429,2203,106,4.39665,Pretty good!,2018-12-01 19:01:49
430,2204,130,3.55479,Pretty good!,2018-12-01 19:01:49
431,2282,128,4.58399,Not good.,2018-12-01 19:01:49
432,2282,50,2.25559,Pretty good!,2018-12-01 19:01:49
433,2324,65,2.52599,Not good.,2018-12-01 19:01:49
434,2324,174,0.863156,Pretty good!,2018-12-01 19:01:49
435,2336,73,1.73782,Not bad!,2018-12-01 19:01:49
436,2351,45,1.09963,Pretty good!,2018-12-01 19:01:49
437,2359,2,0.28469,Pretty good!,2018-12-01 19:01:49
438,2390,75,3.12456,Pretty good!,2018-12-01 19:01:49
439,2395,170,4.76874,Not bad!,2018-12-01 19:01:49
440,2406,23,4.47003,Pretty good!,2018-12-01 19:01:49
441,2467,3,3.04391,Pretty good!,2018-12-01 19:01:49
442,2571,146,1.80947,Not good.,2018-12-01 19:01:49
443,2571,120,4.91561,Pretty good!,2018-12-01 19:01:49
