,movie_id,title,company,budget,genre,gross,rating,release_time,runtime,year,director_id
29,45,King Kong Lives,De Laurentiis Entertainment Group (DEG),10000000.0,Action,4711220.0,PG-13,1986-12-19,105,1986,43
30,46,From Beyond,Empire Pictures,4500000.0,Horror,1261000.0,R,1986-10-24,86,1986,44
31,47,Peggy Sue Got Married,TriStar Pictures,18000000.0,Comedy,41382800.0,PG-13,1986-10-10,103,1986,45
32,48,Poltergeist II: The Other Side,Freddie Fields Productions,19000000.0,Horror,40996700.0,PG-13,1986-05-23,91,1986,46
33,50,Running Scared,Metro-Goldwyn-Mayer (MGM),0.0,Action,38500700.0,R,1986-06-27,107,1986,48
34,52,Henry: Portrait of a Serial Killer,Maljack Productions,111000.0,Biography,609939.0,UNRATED,1990-09-07,83,1986,49
35,54,Hannah and Her Sisters,Orion Pictures,6400000.0,Comedy,40084000.0,PG-13,1986-03-14,107,1986,51
36,58,Rad,TaliaFilm II Productions,0.0,Drama,2015880.0,PG,1986-03-28,91,1986,55
37,60,Invaders from Mars,Cannon Pictures,12000000.0,Horror,4884660.0,PG,1986-06-06,100,1986,22
38,61,Crossroads,Columbia Pictures Corporation,0.0,Drama,5839030.0,R,1986-03-14,99,1986,57
39,62,Hoosiers,De Haven Productions,6000000.0,Drama,28607500.0,PG,1987-02-27,114,1986,58
40,64,At Close Range,Cinema '85,6500000.0,Crime,2347000.0,R,1986-04-18,111,1986,60
41,65,Youngblood,Blueline Productions,0.0,Drama,15448400.0,R,1986-01-31,110,1986,61
42,66,"No Retreat, No Surrender",Seasonal Film Corporation,0.0,Action,4662140.0,PG,1986-05-02,85,1986,62
43,70,The Delta Force,Golan-Globus Productions,12000000.0,Action,17768900.0,R,1986-02-14,125,1986,66
44,76,Gung Ho,Paramount Pictures,18000000.0,Comedy,36611600.0,PG-13,1986-03-14,112,1986,72
45,79,She's Gotta Have It,40 Acres & A Mule Filmworks,175000.0,Comedy,7137500.0,R,1986-08-08,84,1986,75
46,86,F/X,Orion Pictures,10000000.0,Action,20603700.0,R,1986-02-07,109,1986,82
47,87,The Adventures of Milo and Otis,Fuji Television Network,0.0,Adventure,13245200.0,G,1989-08-25,90,1986,83
48,88,Something Wild,Religioso Primitiva,0.0,Comedy,8362970.0,R,1986-11-07,114,1986,84
49,89,The Manhattan Project,Gladden Entertainment,18000000.0,Sci-Fi,3900000.0,PG-13,1986-06-13,117,1986,85
50,92,The Big Easy,Kings Road Entertainment,0.0,Comedy,17685300.0,R,1987-08-28,102,1986,88
51,93,Jumpin' Jack Flash,Lawrence Gordon Productions,0.0,Comedy,25587800.0,R,1986-10-10,105,1986,89
52,95,When the Wind Blows,Meltdown Productions,0.0,Animation,5274.0,Not specified,1988-03-11,80,1986,91
53,100,Witchboard,Paragon Arts International,2000000.0,Horror,7369370.0,R,1987-03-13,98,1986,96
54,101,Down and Out in Beverly Hills,Touchstone Pictures,14000000.0,Comedy,62134200.0,R,1986-01-31,103,1986,97
55,102,Lady Jane,Capital Equipment Leasing,8500000.0,Biography,277646.0,PG-13,1986-02-07,136,1986,98
56,104,My Little Pony: The Movie,Sunbow Productions,0.0,Animation,5958460.0,G,1986-06-06,86,1986,100
57,105,Gothic,Virgin Vision,0.0,Horror,916172.0,R,1987-04-10,87,1986,101
58,106,8 Million Ways to Die,Producers Sales Organization (PSO),18000000.0,Action,1305110.0,R,1986-04-25,115,1986,102
59,107,No Mercy,TriStar Pictures,0.0,Crime,12303900.0,R,1986-12-19,106,1986,103
60,110,Allan Quatermain and the Lost City of Gold,Golan-Globus Productions,0.0,Action,3751700.0,PG,1987-01-30,99,1986,106
61,111,Mona Lisa,HandMade Films,0.0,Crime,5794180.0,R,1986-06-13,104,1986,107
62,112,Nothing in Common,Delphi Films,0.0,Comedy,32324600.0,PG,1986-07-30,118,1986,108
63,113,Firewalker,Cannon Group,8000000.0,Action,11834300.0,PG,1986-11-21,104,1986,109
64,118,Fire with Fire,Paramount Pictures,0.0,Drama,4636170.0,PG-13,1986-05-09,103,1986,114
65,125,Jean de Florette,DD Productions,0.0,Drama,4940940.0,PG,1987-08-28,120,1986,121
66,126,Reform School Girls,Balcor Film Investors,0.0,Drama,2510430.0,R,1986-08-22,94,1986,122
67,135,Murphy's Law,Golan-Globus Productions,6000000.0,Action,9947630.0,R,1986-04-18,100,1986,109
68,140,'Round Midnight,Little Bear,0.0,Drama,3272600.0,R,1986-10-03,133,1986,133
69,141,Avenging Force,"Cannon Group, The",4000000.0,Action,4679650.0,R,1986-09-12,104,1986,134
70,145,Out of Bounds,Columbia Pictures Corporation,0.0,Action,5099320.0,R,1986-07-25,93,1986,138
71,146,My Chauffeur,Crown International Pictures,0.0,Comedy,4781450.0,R,1986-01-24,97,1986,139
72,150,Link,Cannon Screen Entertainment,0.0,Horror,1720450.0,R,1986-09-19,100,1986,143
73,151,Half Moon Street,Edward R. Pressman Film,0.0,Thriller,1131400.0,R,1986-09-26,90,1986,144
74,153,A Fine Mess,Blake Edwards,0.0,Action,6029820.0,PG,1986-08-08,90,1986,146
75,157,The Ladies Club,Heron Communications,0.0,Drama,239073.0,R,0000-00-00,85,1986,150
76,158,Let's Get Harry,Delphi V Productions,0.0,Action,140980.0,R,1986-10-31,102,1986,151
77,159,Tai-Pan,De Laurentiis Entertainment Group (DEG),25000000.0,Adventure,4007250.0,R,1986-11-07,127,1986,152
78,160,Deadtime Stories,Scary Stuff,0.0,Comedy,2750740.0,R,1986-11-28,93,1986,153
79,161,Heat,Escalante Productions,17000000.0,Action,2793210.0,R,1987-03-13,101,1986,154
80,162,Touch and Go,Kings Road Entertainment,0.0,Comedy,1254040.0,R,1986-08-22,101,1986,82
81,163,The Boy in Blue,Canadian Broadcasting Corporation (CBC),0.0,Biography,275000.0,R,1986-01-17,100,1986,155
82,165,Killer Party,Marquis,0.0,Comedy,681337.0,R,1986-05-09,91,1986,157
83,168,"Jo Jo Dancer, Your Life Is Calling",Columbia Pictures Corporation,14000000.0,Biography,18034200.0,R,1986-05-02,97,1986,160
84,170,Born American,Cinema Group Ventures,3401380.0,Action,3388020.0,R,1986-08-29,97,1986,162
85,171,Blue City,Paramount Pictures,10000000.0,Action,6947790.0,R,1986-05-02,83,1986,163
86,172,Malcolm,Cascade Films,0.0,Comedy,544472.0,PG-13,1986-11-05,90,1986,164
87,173,Playing for Keeps,Miramax,0.0,Comedy,2669370.0,PG-13,1986-10-03,102,1986,165
88,174,Duet for One,Golan-Globus Productions,0.0,Drama,8736.0,R,0000-00-00,107,1986,166
89,176,The Whoopee Boys,Paramount Pictures,0.0,Comedy,444746.0,R,1986-08-22,88,1986,168
90,177,That's Life!,Blake Edwards,0.0,Comedy,4079900.0,PG-13,1986-10-10,102,1986,146
91,179,Defense of the Realm,"Rank Organisation, The",0.0,Thriller,750000.0,PG,1986-11-21,96,1986,169
92,180,Man Facing Southeast,Cinequanon,0.0,Drama,725000.0,R,1987-03-13,105,1986,170
93,181,The Decline of the American Empire,Corporation Image M & M,0.0,Comedy,1902710.0,R,1986-11-14,101,1986,171
94,185,Desert Bloom,Carson Productions,0.0,Drama,416393.0,PG,1986-04-18,105,1986,175
95,186,Working Girls,Alternate Current,0.0,Drama,1777380.0,UNRATED,1987-03-20,93,1986,176
96,187,Mnage,Cin Valse,0.0,Comedy,925952.0,Not specified,1986-10-01,84,1986,177
97,189,In the Shadow of Kilimanjaro,Film Corporation of Kenya,0.0,Action,181410.0,R,1986-05-09,100,1986,179
98,190,Kangaroo,Cineplex-Odeon Films,0.0,Drama,432266.0,R,1987-03-13,108,1986,180
99,191,Dangerously Close,Cannon Group,0.0,Action,2390520.0,R,1986-05-09,95,1986,181
100,193,Ginger and Fred,Produzioni Europee Associate (PEA),0.0,Comedy,837623.0,PG-13,1986-03-28,125,1986,183
101,195,Just Between Friends,MTM Enterprises,0.0,Drama,6408790.0,PG-13,1986-03-21,110,1986,185
102,196,Thunder Run,Lynn-Davis Productions,0.0,Action,145975.0,PG-13,1986-05-30,90,1986,186
103,201,Sky Bandits,J&M; Entertainment,18000000.0,Action,2295500.0,PG,1986-10-31,100,1986,191
104,204,On the Edge,Alliance Communications Corporation,0.0,Drama,440438.0,PG-13,1986-05-02,95,1986,194
105,205,Low Blow,Action Communications,0.0,Action,63860.0,R,0000-00-00,100,1986,195
106,207,A Man and a Woman: 20 Years Later,Les Films 13,0.0,Drama,227510.0,PG,1986-08-15,112,1986,197
107,208,Quiet Cool,New Line Cinema,0.0,Action,1900000.0,R,1986-11-07,100,1986,198
108,209,Behind Enemy Lines,Not specified,0.0,Action,2497230.0,R,1986-04-04,90,1986,199
109,210,Wired to Kill,Not specified,0.0,Action,193153.0,R,1986-11-14,86,1986,200
110,212,Scene of the Crime,T. Films,0.0,Crime,164187.0,Not specified,0000-00-00,90,1986,201
111,215,Knights of the City,Grace,0.0,Action,601451.0,R,1986-02-14,87,1986,204
112,216,Saving Grace,Embassy Pictures,0.0,Comedy,18209.0,PG,1986-11-13,112,1986,118
113,217,Jackals,Hunter/MFG Production,0.0,Action,492367.0,R,1986-09-19,97,1986,205
114,218,Detective School Dropouts,Cannon Films,0.0,Comedy,22123.0,PG,1986-08-08,92,1986,206
115,219,Where the River Runs Black,CBS Entertainment Production,0.0,Adventure,676166.0,PG,1986-09-19,100,1986,207
116,222,The Princess Bride,Act III Communications,16000000.0,Adventure,30857800.0,PG,1987-10-09,98,1987,0
117,223,Hellraiser,Cinemarque Entertainment BV,1000000.0,Horror,14564000.0,R,1987-09-18,94,1987,210
118,224,Full Metal Jacket,Natant,30000000.0,Drama,46357700.0,R,1987-07-10,116,1987,211
119,225,Dirty Dancing,Great American Films Limited Partnership,6000000.0,Drama,63952800.0,PG-13,1987-08-21,100,1987,212
120,230,RoboCop,Orion Pictures,13000000.0,Action,53424700.0,R,1987-07-17,102,1987,215
121,231,Lethal Weapon,Warner Bros.,15000000.0,Action,65207100.0,R,1987-03-06,110,1987,216
122,232,The Untouchables,Paramount Pictures,25000000.0,Crime,76270500.0,R,1987-06-03,119,1987,119
123,234,Masters of the Universe,Golan-Globus Productions,22000000.0,Action,17336400.0,PG,1987-08-07,106,1987,218
124,235,The Monster Squad,Home Box Office (HBO),12000000.0,Action,3769990.0,PG-13,1987-08-14,82,1987,56
125,236,Fatal Attraction,Paramount Pictures,14000000.0,Drama,156646000.0,R,1987-09-18,119,1987,15
126,237,The Living Daylights,Eon Productions,30000000.0,Action,51185900.0,PG,1987-07-31,130,1987,219
127,239,Empire of the Sun,Amblin Entertainment,35000000.0,Drama,22238700.0,PG,1987-12-25,153,1987,220
128,240,Can't Buy Me Love,Apollo Pictures,0.0,Comedy,31623800.0,PG-13,1987-08-14,94,1987,221
129,243,A Nightmare on Elm Street 3: Dream Warriors,New Line Cinema,4500000.0,Action,44793200.0,R,1987-02-27,96,1987,224
130,247,Over the Top,Cannon Group,25000000.0,Action,16057600.0,PG,1987-02-13,93,1987,66
131,248,"Planes, Trains & Automobiles",Paramount Pictures,30000000.0,Comedy,49530300.0,R,1987-11-25,93,1987,1
132,250,Angel Heart,Carolco International N.V.,17000000.0,Horror,17185600.0,R,1987-03-06,113,1987,228
133,251,Some Kind of Wonderful,Hughes Entertainment,0.0,Drama,18553900.0,PG-13,1987-02-27,95,1987,8
134,252,Mannequin,Gladden Entertainment,6000000.0,Comedy,42721200.0,PG,1987-02-13,90,1987,229
135,253,Overboard,Hawn / Sylbert Movie Company,0.0,Comedy,26713200.0,PG,1987-12-16,106,1987,108
136,254,Innerspace,Warner Bros.,27000000.0,Action,25893800.0,PG,1987-07-01,120,1987,230
137,256,Beverly Hills Cop II,Paramount Pictures,28000000.0,Action,153665000.0,R,1987-05-20,100,1987,2
138,257,Harry and the Hendersons,Amblin Entertainment,0.0,Comedy,29760600.0,PG,1987-06-05,110,1987,232
139,258,The Last Emperor,Recorded Picture Company (RPC),23000000.0,Biography,43984200.0,PG-13,1988-04-15,163,1987,233
140,260,Maurice,Merchant Ivory Productions,2600000.0,Drama,3130590.0,R,1987-09-18,140,1987,235
141,261,3 Men and a Baby,Interscope Communications,11000000.0,Comedy,167781000.0,PG,1987-11-25,102,1987,24
142,262,Prince of Darkness,Alive Films,3000000.0,Horror,14182500.0,R,1987-10-23,102,1987,13
143,265,Wings of Desire,Road Movies Filmproduktion,0.0,Drama,3210140.0,PG-13,1988-05-06,128,1987,238
144,266,Less Than Zero,Twentieth Century Fox Film Corporation,0.0,Crime,12396400.0,R,1987-11-06,98,1987,239
145,267,No Way Out,Orion Pictures,15000000.0,Action,35509500.0,R,1987-08-14,114,1987,240
146,270,Withnail & I,Cineplex-Odeon Films,0.0,Comedy,1544890.0,R,1987-06-19,107,1987,243
147,271,Flowers in the Attic,Fries Entertainment,0.0,Drama,15151700.0,PG-13,1987-11-20,93,1987,244
148,273,Tnel al infierno,New Century Entertainment Corporation,2500000.0,Fantasy,13539500.0,PG-13,1987-05-15,85,1987,246
149,274,Superman IV: The Quest for Peace,Cannon Films,17000000.0,Action,15681000.0,PG,1987-07-24,90,1987,27
150,276,Teen Wolf Too,Atlantic Entertainment Group,3000000.0,Comedy,7888700.0,PG,1987-11-20,95,1987,248
151,277,Roxanne,Columbia Pictures Industries,12000000.0,Comedy,40050900.0,PG,1987-06-19,107,1987,249
152,279,Dragnet,Applied Action,20000000.0,Comedy,57387500.0,PG-13,1987-06-26,106,1987,251
153,281,Blind Date,TriStar Pictures,18000000.0,Comedy,39321700.0,PG-13,1987-03-27,95,1987,146
154,282,House II: The Second Story,New World Pictures,0.0,Comedy,7800000.0,PG-13,1987-08-28,88,1987,253
155,288,Amazon Women on the Moon,Universal Pictures,0.0,Comedy,548696.0,R,1987-09-18,85,1987,230
156,289,Barfly,Golan-Globus Productions,3000000.0,Comedy,3221570.0,R,1987-10-16,100,1987,259
157,290,Three O'Clock High,Universal Pictures,6000000.0,Comedy,3685860.0,PG-13,1987-10-09,97,1987,260
158,291,Babette's Feast,Panorama Film A/S,0.0,Comedy,4398940.0,G,1988-03-04,102,1987,261
159,292,The Believers,Orion Pictures,0.0,Crime,18753400.0,R,1987-06-10,114,1987,262
160,293,The Pick-up Artist,Amercent Films,15000000.0,Comedy,13290400.0,PG-13,1987-09-18,81,1987,263
161,295,Aria,Lightyear Entertainment,0.0,Comedy,1028680.0,R,1987-10-30,90,1987,264
162,296,Ernest Goes to Camp,Emshell Producers,3000000.0,Comedy,23509400.0,PG,1987-05-22,92,1987,265
163,300,Cry Freedom,Universal Pictures,29000000.0,Biography,5899800.0,PG,1987-11-06,157,1987,268
164,302,Ironweed,Home Box Office (HBO),27000000.0,Drama,7393350.0,R,1988-02-12,143,1987,270
165,303,Black Widow,Amercent Films,0.0,Crime,25205500.0,R,1987-02-06,102,1987,271
166,304,Stakeout,Touchstone Pictures,0.0,Action,65673200.0,R,1987-08-05,117,1987,25
167,305,Like Father Like Son,Imagine Films Entertainment,0.0,Comedy,34377600.0,PG-13,1987-10-02,96,1987,272
168,310,Death Wish 4: The Crackdown,Cannon Group,5000000.0,Action,6880310.0,R,1987-11-06,99,1987,109
169,312,North Shore,Finnegan/Pinchuk Productions,0.0,Action,3832230.0,PG,1987-08-14,96,1987,276
170,313,Man on Fire,7 Films Cinma,0.0,Action,519596.0,R,1987-09-04,87,1987,277
171,314,The Barbarians,Cannon Films,4000000.0,Fantasy,800000.0,R,1987-03-20,87,1987,278
172,315,Ishtar,Columbia Pictures Corporation,55000000.0,Action,14375200.0,PG-13,1987-05-15,107,1987,279
173,316,Hollywood Shuffle,Conquering Unicorn,100000.0,Comedy,5228620.0,R,1987-03-20,78,1987,280
174,317,Hunk,Marimark Productions,0.0,Comedy,1749960.0,PG,1987-03-06,102,1987,281
175,318,House of Games,Filmhaus,0.0,Crime,2585640.0,R,1987-10-14,102,1987,282
176,319,No Man's Land,Not specified,0.0,Crime,2877570.0,R,1987-10-23,100,1987,283
177,325,Extreme Prejudice,Carolco Entertainment,22000000.0,Action,11307800.0,R,1987-04-24,96,1987,57
178,327,Matewan,Cinecom Entertainment Group,4000000.0,Drama,1680360.0,PG-13,1988-06-30,135,1987,288
179,328,Three for the Road,Vista Organization,0.0,Drama,1539000.0,PG,1988-05-05,88,1987,289
180,329,Leonard Part 6,Columbia Pictures,24000000.0,Action,4916870.0,PG,1987-12-18,85,1987,290
181,330,Street Smart,Golan-Globus Productions,5000000.0,Crime,1119110.0,R,1987-03-20,97,1987,291
182,332,The Sicilian,Gladden Entertainment,9000000.0,Action,5406880.0,R,1987-10-23,115,1987,293
183,333,Born in East L.A.,Clear Type,0.0,Comedy,17355300.0,R,1987-08-21,85,1987,294
184,336,Return to Horror High,Balcor Film Investors,0.0,Comedy,1189710.0,R,1987-02-20,95,1987,297
185,337,Back to the Beach,Paramount Pictures,0.0,Comedy,13110900.0,PG,1987-08-07,92,1987,298
186,338,Nightflyers,Vista Organization,0.0,Horror,1149470.0,R,1988-04-07,89,1987,299
187,339,Fatal Beauty,Metro-Goldwyn-Mayer (MGM),0.0,Action,12046500.0,R,1987-10-30,104,1987,300
188,340,White Water Summer,Columbia Pictures Corporation,0.0,Adventure,300859.0,PG,1987-07-10,90,1987,301
189,342,Hiding Out,De Laurentiis Entertainment Group (DEG),7000000.0,Comedy,7019440.0,PG-13,1987-11-06,98,1987,303
190,343,My Best Friend Is a Vampire,Kings Road Entertainment,0.0,Comedy,174380.0,PG,1988-05-06,89,1987,304
191,344,Malone,Orion Pictures,10000000.0,Action,3060860.0,R,1987-05-01,92,1987,94
192,345,Hot Pursuit,RKO Pictures,0.0,Comedy,4215860.0,PG-13,1987-05-08,93,1987,305
193,347,A Prayer for the Dying,"Samuel Goldwyn Company, The",6000000.0,Action,1432690.0,R,1987-09-11,107,1987,307
194,348,Gardens of Stone,ML Delphi Premier Productions,0.0,Drama,5262050.0,R,1987-05-08,111,1987,45
195,349,Wanted: Dead or Alive,New World Pictures,0.0,Action,7555000.0,R,1987-01-16,106,1987,308
196,350,The Chipmunk Adventure,Bagdasarian Productions,0.0,Animation,6804310.0,G,1987-05-22,100,1987,309
197,351,The Kindred,Kindred Limited Partnership,0.0,Horror,2407020.0,R,1987-05-29,91,1987,310
198,352,Made in Heaven,Lorimar Motion Pictures,0.0,Comedy,4572840.0,PG,1987-11-06,100,1987,311
199,353,Wisdom,Gladden Entertainment,0.0,Crime,5715170.0,R,1987-01-02,109,1987,312
200,354,White Mischief,Columbia Pictures,5300000.0,Crime,3107550.0,R,1988-05-06,107,1987,313
201,355,September,Rollins-Joffe Productions,10000000.0,Drama,486434.0,PG,1987-12-18,83,1987,51
202,356,The Dead,Vestron Pictures,0.0,Drama,4370080.0,PG,1987-12-18,83,1987,314
203,357,Steel Dawn,Independent Film Centre,3520000.0,Action,562187.0,R,1988-03-31,100,1987,315
204,358,Prison,Empire Pictures,1300000.0,Crime,354704.0,R,1987-12-08,102,1987,162
205,359,Nuts,Warner Bros.,25000000.0,Drama,30950000.0,R,1987-12-11,116,1987,316
206,360,Tin Men,Bandai Films,11000000.0,Comedy,25411400.0,R,1987-03-13,112,1987,234
207,361,The Hanoi Hilton,Cannon Group,0.0,Drama,760000.0,R,1987-05-23,125,1987,317
208,362,Rampage,De Laurentiis Entertainment Group (DEG),7500000.0,Drama,796368.0,R,1992-10-30,97,1987,318
209,364,Wish You Were Here,Channel Four Films,0.0,Comedy,3283830.0,R,1987-07-24,88,1987,320
210,366,The Belly of an Architect,Callender Company,0.0,Drama,287725.0,R,1987-10-16,119,1987,322
211,367,Best Seller,Hemdale,0.0,Action,4278150.0,R,1987-09-25,95,1987,323
212,368,Siesta,Lorimar Motion Pictures,0.0,Drama,700000.0,R,1987-11-11,100,1987,324
213,370,The Bedroom Window,De Laurentiis Entertainment Group (DEG),0.0,Crime,12640400.0,R,1987-01-16,112,1987,326
214,371,Dark Eyes,Excelsior Film-TV,0.0,Comedy,2201430.0,Not specified,1987-11-06,117,1987,327
215,372,Maid to Order,Vista Organization,3000000.0,Fantasy,9868520.0,PG,1987-07-31,93,1987,328
216,374,Straight to Hell,Commies From Mars Corporation,1000000.0,Action,210200.0,R,1987-06-26,100,1987,42
217,376,In the Mood,Kings Road Entertainment,0.0,Comedy,999382.0,PG-13,1987-09-16,98,1987,331
218,377,84 Charing Cross Road,Brooksfilms,0.0,Biography,1083490.0,PG,1987-02-13,100,1987,332
219,378,"Silent Night, Deadly Night 2",Silent Night Releasing Corporation,100000.0,Horror,154323.0,R,1987-04-10,88,1987,333
220,379,Five Corners,Cineplex-Odeon Films,0.0,Crime,969205.0,R,0000-00-00,90,1987,334
221,380,Date with an Angel,De Laurentiis Entertainment Group (DEG),8000000.0,Comedy,1988960.0,PG,1987-11-20,105,1987,39
222,381,Walker,In-Cine Compaa Industrial Cinematogrfica,5800000.0,Biography,257043.0,R,1987-12-04,94,1987,42
223,382,Deadly Illusion,Cinetel Films,0.0,Adventure,626724.0,R,1987-10-16,87,1987,335
224,383,Slam Dance,Zenith Entertainment,0.0,Mystery,406881.0,R,1987-10-02,92,1987,336
225,405,Surrender,Cannon Group,15000000.0,Comedy,5711980.0,PG,1987-10-09,105,1987,357
226,407,The Year My Voice Broke,Kennedy Miller Productions,0.0,Drama,213901.0,PG-13,1987-10-17,103,1987,359
227,410,From the Hip,De Laurentiis Entertainment Group (DEG),0.0,Comedy,9518340.0,PG,1987-02-06,111,1987,362
228,412,Big Shots,Lorimar Film Entertainment,0.0,Adventure,3390040.0,PG-13,1987-10-02,94,1987,82
229,414,Cyclone,Cinetel Films,0.0,Action,41174.0,R,1987-06-05,89,1987,192
230,415,Morgan Stewart's Coming Home,Kings Road Entertainment,0.0,Comedy,2136380.0,PG-13,1987-02-20,100,1987,365
231,416,Cold Steel,Cinetel Films,0.0,Action,285885.0,R,1988-04-09,91,1987,366
232,417,Zombie High,Cinema Group,0.0,Comedy,21905.0,R,1987-10-02,93,1987,367
233,419,My Demon Lover,New Line Cinema,0.0,Comedy,3922270.0,PG-13,1987-04-24,90,1987,368
234,420,Rumpelstiltskin,"Cannon Group, The",0.0,Fantasy,355253.0,G,0000-00-00,84,1987,369
235,422,Enemy Territory,Millennial,0.0,Action,197791.0,R,1987-05-22,89,1987,127
236,423,Julia and Julia,RAI Radiotelevisione Italiana,0.0,Drama,901364.0,R,1988-02-05,98,1987,371
237,426,The Grand Highway,Flach Film,0.0,Drama,760539.0,R,1987-03-25,104,1987,374
238,427,Peter Kenna's The Good Wife,Laughing Kookaburra Productions,0.0,Drama,1155020.0,R,1987-05-14,100,1987,375
239,431,Death Before Dishonor,Balcor Film Investors,0.0,Action,4546240.0,R,1987-02-20,91,1987,377
240,432,The Killing Time,Tapestry Films,0.0,Thriller,500283.0,R,1987-10-23,94,1987,378
241,434,The Trouble with Spies,Brigade Productions,0.0,Action,205507.0,PG-13,1987-12-04,91,1987,380
242,435,Benji the Hunted,Embark Production,0.0,Adventure,22257600.0,G,1987-06-05,88,1987,381
243,437,Swimming to Cambodia,The Swimming Company,0.0,Comedy,1092910.0,R,0000-00-00,85,1987,84
244,440,Four Adventures of Reinette and Mirabelle,Compagnie Eric Rohmer (CER),0.0,Comedy,215073.0,NOT RATED,1989-07-19,95,1987,141
245,441,Beyond Therapy,New World Pictures,0.0,Comedy,790000.0,R,0000-00-00,93,1987,264
246,442,Beetlejuice,"Geffen Company, The",15000000.0,Comedy,73707500.0,PG,1988-03-30,92,1988,384
247,445,Die Hard,Twentieth Century Fox Film Corporation,28000000.0,Action,83008800.0,R,1988-07-20,131,1988,126
248,448,Rain Man,United Artists,25000000.0,Drama,172825000.0,R,1988-12-16,133,1988,234
249,450,Who Framed Roger Rabbit,Touchstone Pictures,70000000.0,Animation,156452000.0,PG,1988-06-22,104,1988,386
250,454,Cinema Paradiso,Cristaldifilm,5000000.0,Drama,11990400.0,R,1990-02-23,155,1988,388
251,455,The Blob,TriStar Pictures,19000000.0,Horror,8247940.0,R,1988-08-05,95,1988,224
252,457,A Fish Called Wanda,Metro-Goldwyn-Mayer (MGM),7500000.0,Comedy,63493700.0,R,1988-08-05,108,1988,390
253,458,Killer Klowns from Outer Space,Sarlui / Diamant,2000000.0,Comedy,15625100.0,PG-13,1988-05-27,88,1988,391
254,460,Hellbound: Hellraiser II,Film Futures,3000000.0,Horror,11090700.0,R,1988-12-23,97,1988,393
255,466,The Land Before Time,Universal Pictures,12500000.0,Animation,48092800.0,G,1988-11-18,69,1988,41
